,id,date,dateYear,dateMonth,dateDay,rating,content
40,41,20210304,2021,03,04,5,이것이바로은행어플입니다 너무편하고좋네 요 기획하신분이 얼마나 노력했을지 고생이 여기까지 보이네요
41,42,20210202,2021,02,02,5,이렇게 간편하게 업무 처리 할 수 있도록 변하다니... 좋아연...☆
42,43,20210120,2021,01,20,4,아이디 비번 입력 키보드 화면에 자판 글씨가 몇개만 보여요.
43,44,20210203,2021,02,03,5,대체적으로 잘 만들었네요 부족한 부분은 잘 채워주세요~
44,45,20220209,2022,02,09,1,개인어플 이용자입니다. 기업로그인은 이미 원뱅킹 아이디가 있으니 그거로 진행하라해서 들어갔으나 인증서가 안나오네요 우리은행 공동인증서 발급 받은게 있고 홈택스도 있는데요 사업자 신규 가입을 하려고 해도 또 인증서가 안나오고요. 인증서가 개인범용이라 그런가싶어 앱 내에서 개인말고 기업 인증서를 발급하려고 해도 결국 다시 로그인창이 뜨고..상담센터도 전화연결은 어렵고 이메일상담은 로그인 해야하고..당장 이용이 필요한 급한 사람들은 어떻게 해야합니까 은행창구가서 물어봐야하나요?
45,46,20210203,2021,02,03,5,디자인이 보기 편하고 유용한 기능들이 맘에 듭니다
46,47,20210106,2021,01,06,1,전화번호 승인후 신분증 인증인데 번호를 잘 못하지 않았는지 확인하라는 답변이 참 웃기네요..왜 평점이 반영이 안되죠...
47,48,20210204,2021,02,04,5,"우리 앱을 쓰고 있는데, 빠르고 편리합니다!!!"
48,49,20210128,2021,01,28,5,사용하기 편리하게 잘 개편되었네요. 잘 사용할게요.
49,50,20210128,2021,01,28,3,28일 오늘 업데이트 창이 떠서 실행하는데 설치가되지않고 대기상태로 지속되고 있습니다
50,51,20210203,2021,02,03,5,깔끔하면서도 사용하기 편하게 잘 개편되었네요~~
51,52,20210308,2021,03,08,5,유용하게 잘 쓰고있습니다 일괄송부기능 좋네요
52,53,20210125,2021,01,25,5,기존 앱보다 쓰기 편하고 깔끔한게 보기도 좋네요...
53,54,20210203,2021,02,03,5,앱 기능탭의 위치나 배열이 사용자 중심으로 잘 설계되었네요~
54,55,20201215,2020,12,15,5,정말 유용하고 디자인도 이쁘게 잘만든거같습니다
55,56,20210202,2021,02,02,5,사용하기 편리해지고 한 눈에 확 들어오네요.
56,57,20210202,2021,02,02,5,어플 사용해보니 사용자입장에서 깔끔하니 잘만들었네요. 잘쓸게요 감사합니다.
57,58,20210126,2021,01,26,5,사용하기편하고 UI도 깔끔하네요. 잘 쓰겠습니다.
58,59,20210616,2021,06,16,1,며칠전 부터 앱 이 실행 되질않습니다. 고객센터에 이야기 드렸는데 계속 안되네요 갤럭시 Z플립 기종이고 증상은 리뷰올려주신 다른 분들과 동일합니다. 너무 불편하네요 조치바랍니다.
59,60,20201214,2020,12,14,5,예쁘고 사용이 편리하네요 재능👍
60,61,20210202,2021,02,02,5,대체적으로 Ui가 깔끔하네요. 사용자 친화적이기도 하고요
61,62,20210203,2021,02,03,5,편리하게 잘 만들어져 감사합니다. 잘 사용하겠습니다.
62,63,20210203,2021,02,03,5,편리하고 아주좋아요~~~잘사용할께요
63,64,20210129,2021,01,29,1,왜 실행할때마다 앱이 안 열리고 구글스토어로 넘어오는건지요? 짜증납니다
64,65,20210720,2021,07,20,1,아니 21세기에 입출금 푸시알림은 아직 개발을 못했다는게 너무 충격적이어서 말이 안나옴. 유료 sms이외에는 방법이 없다는 안내는 더 충격적임. 기업은 우리은행 쓰지 말라는건가? 당장 외주 전산개발사를 교체하든가 해야지 이거 개발하는게 뭐가 어렵다고 다른 시중 모든 1금융권은 당연히 제공하는 기능을 아직도 못만들고 있다는게 ... 오히려 언제까지 만들겠다고 데드라인을 정해도 모자를 시점에 초보 개발사에 의뢰를 한건가? 개인용은 몰라도 기업용은 ui를 이쁘게 만드는게 중요한게 아닌데 안정성과 편리하고 다양한 기능을 요구하는게 기업인데 어설프게 카뱅앱 따라한다고 될 문제가 아닌데 너무 충격이라 긴 리뷰 남김.
65,66,20210202,2021,02,02,5,ui가 깔끔하게 개선되었네요 매우 만족스럽습니다~~
66,67,20210128,2021,01,28,1,"글씨가 너무작아 가독성이 엄청 떨어짐. 국민은행,농협앱을 참고하면 좋겠네요. 앱도 느리고...."
67,68,20210109,2021,01,09,5,이체시 돈 모자를때 자금모으기?? 완전 편한것 같아요 ~ 굳굳!
68,69,20210204,2021,02,04,5,편하게 잘 해놓으셨군요. 잘 쓰겠습니다.
69,70,20201215,2020,12,15,5,기존 앱 보다 훨씬 편하고 비대면 업무로 거래할수있어 좋습니다.
70,71,20211216,2021,12,16,1,아이디찾기 누르고 아무것도 안눌러지는데 저만 그럴까요? 메뉴만 눌러집니다.
71,72,20210128,2021,01,28,5,사용하기 쉽고 간편해요.
72,73,20220628,2022,06,28,5,농협 앱 쓰다 넘어오니 선녀로 보인다
73,74,20220223,2022,02,23,1,알람이 안우는게 말이되냐
74,75,20220405,2022,04,05,1,몇번을 다시 깔아도 열리지가 않네요
75,76,20220430,2022,04,30,5,아주아주 좋아요
76,77,20210129,2021,01,29,1,아..바꿀거면 알려나 주던지..이거 돈보내야하는데 더럽게 만들어서 인증도 안되고..짜증나네
77,78,20210201,2021,02,01,1,왜 적응해서 잘 쓰고있는데 멀쩡한 어플은 폐기해버리고 또 다른 어플을 설치하라고 하는거죠? 은행입장에서 편할지 모르지만 이용자는 또 어플깔고 사용법 익히려면 얼마나 번거로운지 압니까? 설문조사등 이용자의 의견은 물어보지도 않는 이런식의 일방적인 정책등은 정말 지양 해야합니다
78,79,20210109,2021,01,09,5,좋아요 외근중에 사용할수 있어 편해졌어요
79,80,20210202,2021,02,02,5,기업 전용으로 나와서 넘 좋습니다! 굿굿~~!!
80,81,20220703,2022,07,03,1,실행이 안되서 거래처 송금을 못해 매우 불편하네요
81,82,20210318,2021,03,18,1,사업자가 없는데 뭔사업자 번호를 입력해 ?? 핸드폰인증을 몇번이나 하는지 모르겟네 인증을햇으면 넘어가야지 뭔사업자야 ?????
82,83,20210204,2021,02,04,5,UI가 편리해요~
83,84,20211203,2021,12,03,5,화면이 예뻐서 좋네요~^^
84,85,20211001,2021,10,01,1,별 한개 주기도 아까움 나 사업자 아닌데 자꾸 사업자 등록 창 떠서 짜증남. OMR카드 잃어버려서 다시 받으려 들어갔는데 계속 이창 터서 짜증남 검색창에 쳐도 결과가 없다뜨고 짜증남
85,86,20211203,2021,12,03,5,은행 방문없이 비대면으로 할 수 있는 업무가 많아져서 좋네요.
86,87,20210122,2021,01,22,2,이전 앱보다 알아보기 어렵네여
87,88,20210423,2021,04,23,1,쓰레기같은 앱 진짜 아오 이럴거면 왜 만든거야 사업자 신규가입하려고 했더니만 뫼비우스 띠도 아니고 계속 돌고 도네 신규사업자 가입 > 로그인 > 휴대폰인증 > 사업자확인> 인증서없음 발급 > 로그인 > 휴대폰인증 > 사업자 확인 장난하냐? 더러워서 은행방문하고 만다 하오... 이거 때문에 한시간동안 헛짓거리했네
88,89,20211208,2021,12,08,1,뭔가요..바빠죽겠는데 계속랙걸리고 껏다켰다를 반복.너무 안좋아서 은행을 바꾸고싶을정도네오ㅡㅠ
89,90,20210205,2021,02,05,5,쓰기 편리하고 좋아요
90,91,20211206,2021,12,06,5,이벤트도 자주하고 잘 이용하고있습니다!! 감사합니다~
91,92,20210204,2021,02,04,1,자꾸없데이트는되는데 기능은 점점불편해지는듯
92,93,20211006,2021,10,06,5,오~! 쓰기 편리 합니다.
93,94,20201216,2020,12,16,5,깔끔하고 편리합니다.ㅎㅎ
94,95,20201215,2020,12,15,5,엄동설한에 은행 안가도 되겠어요 ㅋ 주거래 여기로 옮겨야겠네요 ㅋ 너무 편해질 듯 합니다
95,96,20210204,2021,02,04,5,깔끔하고 쓰기 편합니다
96,97,20210215,2021,02,15,1,로그인시 휴대폰자판 소문자로해도 대문자로만작성됩니다 확인해주세요
97,98,20210203,2021,02,03,5,편리하기도하고 아주 효율적이네요 우리은행 고객으로서 진심으로 감사드립니다
98,99,20210203,2021,02,03,5,빠르고 이용하기 좋아요
99,100,20210128,2021,01,28,5,많이 간단하고 편하네요
100,101,20210203,2021,02,03,5,사용하기 편리하고 좋습니다
101,102,20211216,2021,12,16,1,앱 더럽게 느리고 불편한데 그거 개선좀 하세요
102,103,20210526,2021,05,26,1,너무 느려요... 이래서 쓰겠습니까? 주거래은행이라서 어쩔수 없어서 쓰지 원...
103,104,20210118,2021,01,18,5,이제 제대로 만들었네요.일단 사용하기 좋아 보입니다.
104,105,20210204,2021,02,04,5,사용하기 완전 편해요ㆍ
105,106,20210203,2021,02,03,5,사용이 편리하게 되었네요.
106,107,20210205,2021,02,05,5,사용하는데 아주 편리합니다.
107,108,20210202,2021,02,02,5,편리하고 좋아요
108,109,20211015,2021,10,15,1,기업 입출금 알림은 왜 안만들어주는건가요? 충격적이네요.. 언제쯤 가능할까요
109,110,20210524,2021,05,24,1,앱관리좀 해요.개인뱅킹도 기업도 로딩도 안되고 먹통인데 무슨 이용을 하라는건지 미치겠네.
110,111,20220103,2022,01,03,1,이거 뭐같은 어플이네 작동을 안하는데 뭣하러 만들었냐
111,112,20210203,2021,02,03,5,너무 편리하고 좋아요!!!^^ 최고예요!!!
112,113,20201215,2020,12,15,5,메뉴가 많아졌네요
113,114,20211207,2021,12,07,5,정말 이용하기 편하네요!!
114,115,20211206,2021,12,06,5,사용하기 편하고 좋네요
115,116,20220211,2022,02,11,1,오류에 랙에 다운증상까지 골고루함
116,117,20210128,2021,01,28,1,아 모야 돈보내야 하는데 하라는게 많아 짜증나
117,118,20210203,2021,02,03,5,사용하기 편합니다 개발자 감사합니다
118,119,20210203,2021,02,03,5,국민 기업 뱅킹서비스보다 훨씬 사용하기가 편하네요..시인성도 조코..
119,120,20210108,2021,01,08,1,기존앱에서 법인계좌 잘 사용하였는데 왜 새 앱에선 안되죠?
120,121,20210125,2021,01,25,5,많이 개선 된 것 같습니다. 괜찮네요.
121,122,20211212,2021,12,12,1,업데이트 했는데 역시 안됨..ㅜㅜ
122,123,20211207,2021,12,07,5,사용하기 편하고 좋네요.
123,124,20211217,2021,12,17,1,기업용 어플인데 기업 인증서가 안 나오면 어쩌자는건지...
124,125,20220225,2022,02,25,5,감사합니다.^^
125,126,20210204,2021,02,04,5,깔끔하고 편리하네요!!
126,127,20210125,2021,01,25,1,최악... 거래내역에서 잔고볼라면 일일이 눌러야함 ㅡㅡ
127,128,20220111,2022,01,11,1,왜 기업고객은 알림 푸쉬가 없냐? 다른 은행들은 기본인데 여기 유료 sms만 있네 ㅋㅋ 그것도 번호당 900원..타행보다 훨씬 비싸.에레이...
128,129,20210409,2021,04,09,1,진짜 화나고 욕나오고 그럽니다 뭔놈의 랙이 이리 자주걸리고 화면은 멈추고 주거래 은행 바꾸고 싶은심정입니다 어서 조치를 취해주시기바랍니다
129,130,20211203,2021,12,03,5,너무 편리합니다!!
130,131,20210115,2021,01,15,5,사용하기 편해졌어요 굿~!!
131,132,20210116,2021,01,16,1,"보내는 사람, 받는사람란 문구를 작성할수 없어 불편합니다"
132,133,20210127,2021,01,27,1,기존에는 받는사람 보내는사람 표기 란이 있었는데 이 앱은 없어서 불편하네요..ㅡ개선해주세요...
133,134,20210202,2021,02,02,5,너무 편리 하네요!
134,135,20210203,2021,02,03,5,잘사용하고 있습니다👍
135,136,20210203,2021,02,03,5,매우 편리합니다
136,137,20210117,2021,01,17,1,불편하고 비밀번호 찾기에러만뜸
137,138,20210203,2021,02,03,5,비대면상담 좋습니다...
138,139,20201215,2020,12,15,5,드뎌 리뉴얼 되었네요~ ^^
139,140,20210204,2021,02,04,5,편해서 좋아요. 감사해요.
140,141,20210202,2021,02,02,5,좋아요. 잘 쓸께요.
141,142,20210203,2021,02,03,5,진짜 편리함~~~~♡
142,143,20210422,2021,04,22,5,감사히 잘 사용하고 있습니다
143,144,20201215,2020,12,15,5,이전보다는 좋아진듯
144,145,20210509,2021,05,09,5,좋아요 그리고 제가 좋아하는 앱이에요
145,146,20210129,2021,01,29,1,업데이트 무쟈게 많네여..
146,147,20210203,2021,02,03,5,사용하기 편해서 좋아요ㆍ
147,148,20210203,2021,02,03,5,편하게 잘 쓰겠습니다.
148,149,20211210,2021,12,10,5,편리합니다! 추천
149,150,20211203,2021,12,03,5,아주 편하네요
150,151,20210203,2021,02,03,5,넘 사용하기좋네요
151,152,20210405,2021,04,05,4,아이디가없어서 회원가입을해야하는상황이면 어캄??????
152,153,20210202,2021,02,02,5,좋아요 완추해요~!
153,154,20210203,2021,02,03,5,사용하기 편하네요
154,155,20210203,2021,02,03,5,참 편리합니다.
155,156,20210203,2021,02,03,5,사용하기 편하네요.
156,157,20210203,2021,02,03,5,다른 은행것 보다 좋네요
157,158,20210202,2021,02,02,5,사용하기 편합니다!
158,159,20201214,2020,12,14,5,쓰기편하겠네요
159,160,20210224,2021,02,24,1,너무 불편해요
160,161,20210202,2021,02,02,5,잘 써봅니다~~
161,162,20220218,2022,02,18,1,다운로드가 안되네요
162,163,20220212,2022,02,12,4,기업도 알림 앱이 있나요?
163,164,20211130,2021,11,30,5,사용하기 편해요
164,165,20210630,2021,06,30,3,기업뱅킹앱도 입출금시 통보될 수 있도록 해주세요
165,166,20210127,2021,01,27,5,오 즉시이체 좋네요
166,167,20210216,2021,02,16,1,앱설치가 안되나요
167,168,20210109,2021,01,09,1,너무 안좋아
168,169,20210811,2021,08,11,5,쓸만하네요 좋아요
169,170,20211207,2021,12,07,5,좋아요.추천합니다.
170,171,20210205,2021,02,05,5,사용하기 편합니다.
171,172,20210814,2021,08,14,1,인증하다 암걸림
172,173,20220224,2022,02,24,5,노래도배우고
173,174,20210810,2021,08,10,5,쓸만함 기업앱 중 젤 나음
174,175,20211125,2021,11,25,4,안드로이드 12 에서 운행안됨
175,176,20210721,2021,07,21,1,공인인증서 안보여요
176,177,20210430,2021,04,30,1,불편해요~!
177,178,20210203,2021,02,03,5,편리해요
178,179,20210127,2021,01,27,1,불편해요
179,180,20220802,2022,08,02,5,좋아요.
180,181,20220627,2022,06,27,5,좋아요
181,182,20220627,2022,06,27,5,좋음
182,183,20220627,2022,06,27,2,굿
183,184,20220707,2022,07,07,1,기업
184,185,20220627,2022,06,27,3,굳이
185,186,20220803,2022,08,03,3,좋네요
186,187,20220317,2022,03,17,1,쩜쩜
187,188,20210607,2021,06,07,5,좋아요
188,189,20210306,2021,03,06,5,좋은데요
189,190,20210202,2021,02,02,5,굿 조아여
190,191,20210203,2021,02,03,5,편리합니다
191,192,20210202,2021,02,02,5,좋아요
192,193,20210203,2021,02,03,5,좋아요
193,194,20210203,2021,02,03,5,좋아요
194,195,20210203,2021,02,03,5,Good~~
195,196,20210128,2021,01,28,1,개판
196,197,20210121,2021,01,21,5,좋아요
197,198,20210128,2021,01,28,5,굿
198,199,20210107,2021,01,07,5,편리합니다
199,200,20210107,2021,01,07,4,베리굿
200,201,20210118,2021,01,18,5,쓰기좋음
201,202,20201217,2020,12,17,5,좋습니다
202,203,20201214,2020,12,14,5,됴아됴아요
203,204,20201215,2020,12,15,5,좋아졌어요
204,205,20201214,2020,12,14,5,산뜻합니다
205,206,20201215,2020,12,15,5,굿~~~
206,207,20201215,2020,12,15,5,GOOD!!!
207,208,20210714,2021,07,14,1,화딱지나게 하는
208,209,20201215,2020,12,15,5,좋아요
