,id,date,dateYear,dateMonth,dateDay,rating,userName,content
10,11,20191122,2019,11,22,4,Google 사용자,"대구은행 사용하다 바꿨는데 훨씬 편리하네요..지문인증도 편하고 100만원 이하 otp등록도 안해도 되서 편하게 쓰고 있습니다.. But, 자동이체 등록,변경도 앱에서 가능하면 훨씬 더 좋을 것 같아요~"
11,12,20200301,2020,03,01,1,Google 사용자,이체중에 화면 아래에 있는 상품라운지 버튼 좀 없애주세요. 이체하다가 잘못눌러져서 화면 넘어가는 경우가 한두번이 아닙니다. 이체목록 10개 다 입력하고 화면 넘어가서 다시 입력 할려면 얼마나 빡치는지 아십니까? 이거 어플 만드는사람들 뱅킹 사용 안하세요? 망하는 펀드상품 팔아먹을라고 일부라 눌러지게 만들어논거에요? 제발 생각좀하고 만드세요 제발좀요
12,13,20211107,2021,11,07,1,world F,KB모바일 인증서를 KB스타뱅킹에서 발급받고 기업뱅킹에서 연결해서 사용하려고 하니 앱 업데이트를 하라고 하며 연결이 안되네요. 업데이트할 내역이 없는데ㅎ 제 통장에 있는 돈을 지금 1주일 째 사용 못하고 있습니다. 이게 맞나요? 국민은행 10년 넘게 사용중인데 앱 완성도 수준이 무슨 중소기업 같아요ㅋㅋㅋㅋㅋ
13,14,20190910,2019,09,10,1,Google 사용자,기업공인인증서 복사 하고 관리창에는 있는걸로 나오는데 로그인할때는 개인공인인증서만 뜨네요. 인증서 전체삭제하고 기업뱅킹공인인증서 복사하기해도 똑같음. 30분후 --------- 한번더 시도했더니 피시에있는거 옮기기 되서 스마트폰도 안되고 피시도 안됨 입금은 밀려있지 와 ㅎㅎㅎㅎ 3류개발자 어플도 이렇게는 안되겠다.
14,15,20220706,2022,07,06,3,Jinwoo Jung,입출금 알림 푸쉬기능이 생겼는데 출금 알림이 화면 중간에 팝업이 뜨는 데 상단 바 알림으로 변경 할 수 있는 옵션도 있으면 좋겠어요. 빠른 조치 좀 부탁드립니다.
15,16,20220527,2022,05,27,4,김종진,"3일 전부터 앱에 버그있다는 창이 뜨며, 안되고 있어요. 제거하고 다시 깔아도 똑같고, 개발자 앱업데이트 되면 다시 업데이트 해보라는데요. 어찌해야하나요,앱 쓰다가 없으니 엄청 불편하네요~"
16,17,20220603,2022,06,03,2,최민철,실행할때마다 업데이트 확인중 문구가 나오고 V3 실행하라고 그러고 실행해서 들어가면 업데이트 확인중에서 멈취서 움직이질 않아서 매번 포기하고 PC로 업무를 봅니다. 이유가 뮐까요?
17,18,20220729,2022,07,29,1,LUCES MALL,입출금 알림 상태메세지 바에 뜨는거 최신것만 표시되는게 아니라 과거내역도 어느정도 표시되게 해주세요 kb알림 종료되고 앱알림 써야하는데 사용하기 넘불편함
18,19,20220512,2022,05,12,1,넷삼,"인정서만료가 10월까지인데 갑자기 사라졌네요 인증센터에서 스마트폰에서 가져오기 승인번호 입력 승인번호로인증서 가져오기 10분이상 로딩중이고 처리가 안됩니다 ㅡㅡ 갑자기 잘 사용되던 인증서(구공동인증서)로그인에 없어진 이유가 뭔가요? 어플 업데이트도 했고 계속 로딩만됩니다 불편하군요 답장바랍니다 핸드폰 인증서 pc로 옮기고 삭제후 pc서 다시받아서 해밨으나 이 인증서로 로그인이 안됨 이해가 안되는건 기존에 이걸로 계속 썻던거고,인증센터 가서 인증서관리쪽엔 인증서가 있음 어플로그인 화면에는 유효한공동인증서가없습니다 라고 나옵니다 돈주고 산 기업용(전자세금용) 이며 이걸로 로그인,이체 해 왔었습니다 업데이트이후 서버관리자가 잘 못건든거 같은데 재 업데이트올리던가 기존에 되던방십으로 바꺼놓으세요 그리고 제가 왜 갑자기 로그인이 안되냐고 물어봤지 다른 로그인하는 방식을 물어봤나요? 할줄모르면 정식으로 오셔서 얼굴보고 사과하시고여 방법이 없다면 다른 은행사용하겠습니다"
19,20,20220604,2022,06,04,1,우정희,태블릿 pc로 앱 설치하고 열기버튼을 누르면 계속 튕겨요. 재설치만 3번 이상 했는데 계속 튕깁니다. 조치방법 알려주세요.
20,21,20220421,2022,04,21,3,이태균,잘 사용하고 있습니다. 그런데 개인 국민은행 앱은 지문인증이 빠르게 뜨던데 이거는 늦게 뜨네요. 사소할 수는 있지만 지문인증 관련해서 업데이트 부탁드립니다
21,22,20220630,2022,06,30,1,EUNJOO LEE,계속 튕기고 버그가 떠서 조작이 불편합니다.
22,23,20220726,2022,07,26,2,Kim굿럭영미,금융인증서를 2개 발급받았는데 로긴하려면 계속 1개만 보여요~나머지 한개는 어디서 찾아야하나요
23,24,20220615,2022,06,15,3,Brain Kim,푸쉬알림이 어느순간 안오기 시작합니다. 스타알림은 종료된다고 자꾸 스타뱅킹으로 옮기라는데 개인계좌가 아닌 회사계죄라.. 설정에서 푸쉬를 설정해도 입출금 푸쉬가 뜨지 않네요...다른건 다 좋은데
24,25,20220307,2022,03,07,1,Eunyoung Shin,하 진짜 짜증나 돌아버립니다. 대체 왜 계좌가 여러개이면 주거래통장이 이체할때등 메인으로 뜨는게 아닌건가요. 부가세관리하려고 나중에 만든 계좌에서 계속 돈이 이체되어서 아차싶어 다시 회사계좌로 이체시켜서 잔액맞추는게 한두번이 아니예요. 고쳐달라고 몇번이나 고객센터에 전화해도 똑같음. 진짜 급하게 이체했는데 나중에 잔고가 장부랑 안맞는거 볼때마다 짜증나요.
25,26,20220517,2022,05,17,1,IKE Lee,입금계좌 입력이 안됩니다. 이체가 불가능하다는 이야기에요. 가장 기본 같은 기능이 안되네요
26,27,20220531,2022,05,31,1,Yulia L,업데이트 이후로 앱이 열리지않고 튕겨요
27,28,20211109,2021,11,09,5,JungYual Chun,불편했던 로그인과 입출금 푸시 메시지가 개선되서 많이 편해진 느낌입니다. 모바일인증서는 등록과정이 좀 불편하지만 등록하고 나니 사용이 많이 수월해졌습니다. 그리고 업무상 입출금내역이 많은데 실시간으로 내역이 메시지로 확인되니 기존보다 많이 안심이되네요~
28,29,20201010,2020,10,10,1,Pass away This too shall,"바이오인증 지문 재등록하려는데 핸드폰인증에서 ""통신사확인"" 왜케 뜨나요 . 제 핸폰이고 기존에도 잘썼는데 지우고 다시 깔다보니 통신사확인 이거때문에 더 이상 진행이 안돼요 kt 입니다 . Sk 등 어떤걸 체크해도 통신사확인 메세지 나와요 짜증납니다"
29,30,20190404,2019,04,04,1,Google 사용자,엡이 업데이트 상태에서 넘어가질 않아요. 연결하려면 매번 핸드폰 껐다가 켰다 해야 합니다. 개선 요망합니다. 노트9 업데이트 후 작동 안되는 상황임.
30,31,20190907,2019,09,07,1,Google 사용자,업데이트 하고 입출금 조회하는데 입금따로 출금따로 보는게 없어졌음. 카드사 입금내역이 하루에도 몇개씩 들어오는데 같이보여서 보기도 힘들고 이체내역을 조회해서 보면 입금 받는사람 이름이 안뜸. 인터페이스도 직관적이지 않고. 국민은행 계좌가 있어서 쓰는거지 이런 조잡한 어플 누가쓰고싶어서 쓸지..
31,32,20211108,2021,11,08,5,이경민,이번에 추가된 연락처 이체 편리하네요. 개인뱅킹에만 있어서 아쉬웠는데 기업뱅킹에도 추가되어서 좋습니다. 앞으로도 유용한 기능 기업뱅킹에도 많이 적용해 주세요...^^
32,33,20210404,2021,04,04,5,HyeRyung So,"업무상 매일 쓰고 있는 어플입니다. 사용하기 편리하고, 자주 이체하는 계좌는 간단히 인증할수 있어서 편리하게 이용하고 있습니다. 에러도 잘 안나서 좋아요."
33,34,20210405,2021,04,05,4,SHINYOUNG KIM,가끔씩 앱 오류가 나서 다시 다운받는것만 제외하면 기업뱅킹 앱으로 제일 자주 이용하고 있습니다. 타 뱅킹보다 편리하고 인터페이스도 간편합니다.
34,35,20190906,2019,09,06,5,Google 사용자,기업뱅킹 로그인 화면에서 사업자용 공인인증서가 안 보여요. 인증서 관리 항목에 들어가면 있는데... 로그인할 때 해당 공인인증서 보게 하려면 어떻게 해야 되나요? ------ 그럼 세금계산용 계좌 확인은 앱으로 불가한가요? 늦은 시간에도 답변 주셔서 감사합니다.
35,36,20210316,2021,03,16,1,Lee Jay,꿀팁드립니다 노트10사용중 계속 앱중단되는데 앱 중단되면 설치된 앱 목록에서 데이터 캐쉬 삭제초기화 하시고 들어가면 다시 됩니다 한번 켤때마다 한번씩 하셔야되고 특히 맨첨 켜졌을때 팝업 다시보지않기 누르면 더 심해지니 절대 다시보지않기 하지마시고 닫기만하고 쓰세요
36,37,20201010,2020,10,10,1,유태훈,기업뱅킹 9일 오후 8시까지 시스템전산작업 이후 계약때문에 입금을 해야되는데 UBFA0184가 뜨면서 전자서명이 정상적으로 이루어지지 않았다고 나옵니다. 이런식으로 계약 못하게 만들거면 더 이상 국민은행과는 거래 못하겠네요 추가로 답변에 대해서... 알려주신대로 진작에 다 해봤고요. 오후8시면 업그레이드끝난다고 해서 그 이후에 계약금 보내기로 했는데 오류가 계속 뜨고요. 고객센터 휴일엔 전화도 안받는데 지금 장난합니까?
37,38,20210330,2021,03,30,5,"Hyeon, aka Sean Kim","사용이 편리하고, 직관적이고, 에러없이 잘 작동됩니다. 앱이 편해서 피씨보다 모바일로 업무볼때가 더 많아지네요"
38,39,20190906,2019,09,06,2,Google 사용자,그나마 힘겹게 쓰고있는어플 갑자기 인터페이스도 불편하게 바꾸시고 다른 업데이트가 있는건지 로그인 로딩중에 자주 튕기고 어플 종료되네요 부탁드립니다 어플때문에 주거래 은행을 바꾸고 싶다는 생각이 커집니다
39,40,20200622,2020,06,22,3,Jake Song,"기본기능은 잘 작동하는 듯 한데, 모바일 인증서는 언제 적용될 예정인가요? 아직도 보안카드나 OTP 일일이 챙기려니 무지 번거롭네요. 특히 해외에 있을 때 OTP에 문제가 생기니 요즘 같을 땐 재발급 받으러 귀국하기도 어렵고 참 곤란하네요."
40,41,20211109,2021,11,09,5,Weddet,이전버전보다 ui가 훨씬 깔끔해짐 사용하기 더 편해진것같음 이런저런 기능이 추가된건 좋은데 국민은행 특유의 회색 ui는 별로인듯. 앱도 웹처럼 조금 더 컬러풀한 색 쓰면 안되는건가 싶음.. 암튼 별별별별별
41,42,20210401,2021,04,01,5,김대인,찾기 쉬운 인터페이스 및 사용 편의성으로 잘 사용하고 있습니다. 법인계좌도 대표의 지문인증 로그이이 가능하면 더 편리할 것 같아요.
42,43,20190417,2019,04,17,1,Google 사용자,별 하나도 아깝습니다. 기업뱅킹으로 업무상써야하는일이 많은데 이틀째 업데이트확인중으로 뜹니다.이런일이 한두번이 아니라서 다른 은행으로 거래하려고합니다. 관리가 이렇게 안되면 앱 제공자체를 안하는게 나을것 같습니다.
43,44,20190607,2019,06,07,1,Google 사용자,아니 뭐 맨날 업데이트 확인중이래요? 당최 언제되는건지.. 다섯번을 지우고 다시 설치해도 똑같음 글 남기면 1588로 전화나 하라고하고. .. 자기들이 앱 개발을 제대로 못 한걸 고객이 전화나해서 해결하라고나하고 제대로 된게 하나도 없는 국민은행 별 하나도 진짜 아까움
44,45,20191123,2019,11,23,5,Google 사용자,"이전사업자때부터 계속해서 이용중인데요, 이번에 지문인식으로 로그인과 계좌이체가 가능해져서 더욱 편리해졌습니다. 외부에서도 언제든지 은행업무가 가능해서 좋습니다."
45,46,20190906,2019,09,06,1,Google 사용자,"겔럭시10사용자입니다. 어제부터 하루종일 업테이트 준비중이라고 어플이 열리지 않습니다. 업무 봐야하는데 언제까지 업데이트 진행하는지, 미리 알려주셨더라면 좋았을꺼 같네요. 이런 경우 있나요? 빠른 해결 부탁드립니다."
46,47,20211108,2021,11,08,5,이기철,모바일 인증서 처음 설정하는 건 살짝 번거로웠지만 해놓고 나니 엄청 편하네요. 매번 공인인증서 비밀번호 입력하기 귀찮았는데 좋습니다.
47,48,20200323,2020,03,23,3,Google 사용자,지난주부터 로그인 시 자동으로 앱이 종료 되고 튕깁니다. 오늘은 로그인도 채 하기전에 앱 실행하자마자 바로 튕기네요. 급하게 이체할 건이 있었는데 이런 문제때문에 아주 난감했습니다. 오류 파악 후 개선 좀 해주세요.
48,49,20210405,2021,04,05,5,이상원,빠른. 급여주기기능 등 간단한 업무에 사용하기 좋네요 피씨에서. 하는것 보다 편해서 앱을 통해서 자주 이용하고 있습니다 감사합니다
49,50,20211109,2021,11,09,5,이상진,모바일인증서 너무 편하네요 인증서 없는 PC에서도 모바일인증서로 인증하고 뱅킹 업무 볼 수 있어서 정말 편리했습니다 개인뱅킹에서 사용하면서도 기업뱅킹에 적용되면 좋겠다 생각했는데...
50,51,20190718,2019,07,18,1,Google 사용자,업데이트 확인중입니다 다음 며칠째 안넘어가서 곤란한 경우가 많았습니다. 재설치 해봤고 캐시 다 지워봤고 버전 2.1.4버전입니다. 제발제발제발 해결해주세요 갤럭시 노트 에잇입니다
51,52,20190510,2019,05,10,1,Google 사용자,개인앱도 마찬가지 기업어플도 업데이트중이라하고 화면이멈쳐서 삭제하고 다시 깔아도 안되네요. 정말 인내심에 한계를 느끼고 있습니다. ㅠㅠ
52,53,20200218,2020,02,18,1,Google 사용자,아래 적어주신 김상균씨와 마찬 가지 인것 같습니다. 어느 시간 에 사용 해도 적어도 한번은 응답 시간 지연으로 자꾸 어플이 튕겨져서 재 접속해서 다시 이체 하고 시간 낭비가 하루 에도 몇번씩 이었어요 . 대단히 큰 문제 라고 생각합니다. 많이 불편합니다!
53,54,20220303,2022,03,03,1,Kee,진짜 앱 거지같아요. 개인사업자 통장 만드려고 원스탑 어쩌구 신청중 -> 몇번 팅기다가 어찌저찌 통장 개설까지 성공 안내메세지 받음->통장번호 확인하고싶은데 로그인을 어케하는지조차 모르겠음(기업용 유료 공동인증서가 없으면 로그인을 못하는 건가요???? 그럼 제발 사전 안내라도..) -> 진행중인 신청이 카드신청 단계에서 멈춰있음 -> 이어서 신청누르면 발급내역 조회하기로 이동됨 -> 신청내역에 50개가 있고 아무 버튼도 없음. -> 카드 못만듬????? 추신. 중간에 지뢰처럼 박힌 마케팅 동의 하나가 실수로 눌려서 매우 화남. 철회버튼은 어디에 숨어있나요 국민을 주거래로 선택한 먼 옛날의 제가 원망스럽습니다
54,55,20200406,2020,04,06,1,Google 사용자,"원스탑가입대체 왜이런건가요?... 신분증인증하고 계좌인증하고나니 거주지주소,사업장주소,우편물받는장소설정,사업자등록일자만 뜨는데 확인누르니 계속 업종을 입력하세요라는데 대체어디다가입력하란소린가요... 입력란도없는데 계속입력해야넘어간다고뜨는데답답해죽겠네요"
55,56,20191028,2019,10,28,4,Google 사용자,수년째 계좌이체 할때마다 내통장메모를 꼭 쓰는데요. 업뎃이후로 보이지가 않네요. 저한텐 정말 중요한부분인데 이것때문에 종이통장정리하러 은행가야하나요. 수천건은 될텐데요. 보이지않게 하실꺼면 내통장메모는 왜 있는건지요. 수정 부탁드립니다..
56,57,20190918,2019,09,18,1,Google 사용자,왜 잘쓰고 있었는데 업데이트되면서 이렇게 불편하게 했을까요? 어제 부터 앱실행시키려하면 업데이트 확인한다면서 실행이 되질 않네요. 지금 몇번을 지우고 다시받아도 되지도 않고요
57,58,20210323,2021,03,23,5,이이성욱,현재 구글 Webview 패치 관련으로 앱사용이 원할하지 않습니다. 번거로우시지만 아래의 내용으로 조치 부탁드립니다. 1. V9 이상 : 휴대폰 설정 > 애플리케이션 > Webview 검색 > 제거 2. V8 이하 : 휴대폰 설정 > Webview 검색 > 우측상단 > 업데이트 삭제
58,59,20220603,2022,06,03,1,쥬얼리언니쥬니,"국민은행은 제발 어플 일체화좀...... 인증서 재등록이 피씨에서만 가능한거면 어플내에 안내를 해주세요. 폰 붙잡고 1시간 내내 씨름하다 은행왔더니 은행에서도 해줄수 없다네요. 피씨로 시도해도 안되면 정말 너무 화날거 같은데....... 어플에서 시키는대로 다했는데 화면 안넘어가거나 엉뚱한 화면 뜨거나, 은행에서는 못도와준데 미리 전화주셨음 헛걸음 안했을거라고 ㅋㅋㅋㅋㅋㅋㅋㅋ 생각할수록 열받네. 국민은행 진짜...ㅎ"
59,60,20220309,2022,03,09,1,Byung-Ik Choi,공동인증서 공용폴더는 못쓴다고 안내하고 가져오기하면 공용폴더로 오네요. 로그인 화면에는 안보이고. 어쩌라는거죠?
60,61,20210407,2021,04,07,5,Desert Red,다른 기업 어플보다 편리합니다. UI도 직관적이라 쉽게 메뉴 찾는게 가능하네요.
61,62,20220510,2022,05,10,5,Young iL Kim,안녕하세요. 개인사업자인데 외근이 많은데 잘 사용하고 있습니다.
62,63,20220419,2022,04,19,2,김선은,"개인사업자 공동인증서 pc에서 옮겼는데 뜨질 않음. 그래서 이거저거 눌러보다가 인증서 관리, 내보내기에는 가져온 공동인증서가 뜸.. star cms 가입 추천뜨길래 가입 누르니 가져온 공동인증서가 이땐 또 떠서 서비스 가입함. 로그인이 되었는데 어플 껐다 켜보니 공동인증서 없다고 뜸. 장난하는건지 ㅠ 리브를 이용해서 간편하게 일 200만원까지 이체할수있어서 안썼었는데 6월로 리브 종료한다면서 기업뱅킹 상태 왜이래요"
63,64,20190425,2019,04,25,1,Google 사용자,며칠전부터 업데이트확인중에서 멈춤 앱삭제후 재설치해도 똑같은 상황 스타뱅킹도 똑같음 쓸수가 없네요
64,65,20210410,2021,04,10,5,luck1 Kim,안정적이고 사용하기 편합니다. 아쉬운 점은 입출금 알림서비스가 있으면 좋겠습니다. 답변 보고 pc인터넷뱅킹 뱅킹관리에서 입춝금 알림을 체크했는데도 알림이 오지 않습니다.
65,66,20200319,2020,03,19,3,Google 사용자,몇달잘사용하고있었는데 일주일전부터 로그인시 자꾸 튕기네요 이체도중에도 튕깁니다 오류내용 같은것도없이요 다시설치하면 이런현상이 사라질까요..? 그리고자주이체하는거 저장한것도 같이 다 사라지는건가요?
66,67,20200615,2020,06,15,5,이정욱,다양해서 좋긴한데 종류들이 너무 많아요 통합해서 한곳에서 더다양한메뉴얼을 사용할수있음좋겠어요
67,68,20190422,2019,04,22,1,Google 사용자,또 업데이트중입니다만....... 아 또 업데이트중입니다만.. 한달전인가 두달전인가 그러고 또 이러네요... 엡데이트중네서 3일째 아무것도 못하네요
68,69,20210407,2021,04,07,5,최경희,법인 통장 사무실에서만 업무 가능했던걸 어플 설치로 편리하게~~시간장소 상관없이 사용할 수 있어서 너무 좋아요. 앞으로도 안정적이고 좋은 서비스 기대합니다.
69,70,20190422,2019,04,22,1,Google 사용자,해결을 빨리 해주시는게 좋지 않을까요? 삭제했다가 다시 해도 안 됩니다. 엉망이고 참 기술 최악이네요 정말. 아마 기본교육을 다시 받게 하시거나 기술자(?)를 짜르시는게......
70,71,20200320,2020,03,20,1,Google 사용자,앱 다운 받으려고 하는데요 이틀 동안 다운 시도 했는데 계속 다운 대기 중이고 안되네요ㅜㅜ 기존 사용 중인 스타뱅킹도 업데이트가 안되고요..제 폰이 문제 일까요?
71,72,20190915,2019,09,15,1,Google 사용자,업데이트 되면서 글자도 이상하게 커져서 한 화면에 다 나타나지도 않고 줄바꿈도 희한한데요? 일반 스타뱅킹과 비교해보니 짝퉁스러운 느낌이 가시질 않아요ㅜㅜ
72,73,20191122,2019,11,22,5,Google 사용자,완전편하고 점점 새로운 기능이 빠른이체 및 타행까지 관리가 되면서 최고입니다.
73,74,20190408,2019,04,08,3,Google 사용자,최근 몇주전부터 otp카드 숫자 제대로 눌러도 잘못 눌렀다고 오류 뜨네요 5-6번 시도하고 자판배열 몇번 재배치 해야 인증되고 그러는데 왜 그런거죠?? 그리고 일반 kb앱처럼 빠른 이체 기능은 안되나요?
74,75,20190615,2019,06,15,1,Google 사용자,무슨 업데이트 확인만를 일주일동안.. 난 내 폰이 잘못된줄 알고.. 방법을 찾아 봤는데.. 이젠 지웠다가 설치도 안되네.. 진짜 안정성 꽝이네..ㅡㅡ
75,76,20210407,2021,04,07,5,이승현,타사와 병행해서 쓰다 정착했습니다. 기능과 UI 그리고 어플자체 안정성 모두 만족합니다
76,77,20210402,2021,04,02,5,민셔이,사용하기 편해요...깔끔하게 정리하기도 좋습니다. 인터넷뱅킹을 그대로 이동시켜서 기능도 빵빵해오...
77,78,20191204,2019,12,04,4,Google 사용자,"잘 사용하고 있습니다. 다만 최근에 이체내역 카카오톡 공유에 오류가 있는지 작동이 안되네요. 문자메세지는 되는데, 카톡은 안되요. 확인해주세요."
78,79,20210310,2021,03,10,4,채애령,오랜기간 잘사용하고 있었는데 최근들어 이체를 하고 상대방에게 문자로 알려주려면 스스로 종료가 되버립니다 따로 캡처해서 보내니 이거 아주 불편해요 개선해주세요
79,80,20220223,2022,02,23,2,MR H,화면이 바뀔때 번쩍 번쩍 번쩍 화면이 어두워졌다가 환해지고 잔액화면도 늦게 뜹니다. 해킹인가요? 프로그램 오류인가요?
80,81,20200325,2020,03,25,1,Google 사용자,"기업뱅킹인데 기업인증서가 인식이안되고 개인인증서만 뜹니다. 비밀번호변경 들어가면 뜹니다 갱신 후 부터 그러며, pc에서다시옮겨도 동일합니다"
81,82,20190405,2019,04,05,1,Google 사용자,계속 잘 사용 하고있던 앱이었는데... 업데이트중이라고만 뜨고 화면이 정지상태예요.이체해야하는데 답답하네요.
82,83,20210331,2021,03,31,5,ms J,(작성: 제이앤조)사용하면서 불편함 없이 잘 쓰고있어요! 입출금시 잔액사항이 문자통보 된다면 더없이 좋을것 같아요!
83,84,20190924,2019,09,24,1,Google 사용자,렉이 심해서 접속 하려면 재접속을 수십번해야함 이 마저도 접속이 안될 때가 많음 업무보는데 시간이 상당히 소요됨...이라고 글을 남겼으나 댓글대로 하니까 바로 접속됨
84,85,20210329,2021,03,29,1,문토리,하..로그인이 자꾸 안됩니다. 자꾸 튕기고 지웠다깔면 접속한 뒤로 재접속시 또 튕기고 밑에 리뷰답변처럼 webview 2가지방법 다 해보려해도 검색에 아무것도 안나와요. 답답해 죽것습니다아주
85,86,20210807,2021,08,07,4,J you,공과금 지방세 국세 납부할때 매번 담당자 전화번호를 쳐 넣어야 하는데 이게 굉장히 불편합니다. 자주쓰는 계좌 기능처럼 한번 입력해두면 쓸 수 있었으면 좋겠어요
86,87,20220510,2022,05,10,5,SEUNG JIN Cha,사업용으로 ㅅㅏ용중인데 이체 급여처리가 쉽고 편하네요
87,88,20190205,2019,02,05,3,Google 사용자,한번 로긴 후 재로긴할때 화면이 안넘어가네요 다시 폰 껏다 켜서하면 되구.. 많이 불편 나만그런가 몇일전까지도 잘됫는데;;매일매일 이체할일도 많아서요;;
88,89,20210405,2021,04,05,5,Jae Hwan Lee,노트20울트라 사용중인데 근래들어 첫 기동시 로딩이 좀 깁니다. 하지만 켜지고나면 안정적으로 작동합니다.
